Airline,Source,Destination,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Base Fare (BDT),Tax & Surcharge (BDT),Seasonality,Days Before Departure
Air Astra,RJH,ZYL,-1.9137557125879319,Direct,Airbus A320,Business,Online Website,-2734.1879801056784,-5288.963509857694,Regular,-0.4064617054610373
Saudia,DAC,IST,7.170677330580065,1 Stop,Airbus A350,First Class,Online Website,149675.54470043269,31186.358266897827,Regular,12.878634440702982
Air Arabia,BZL,IST,4.910543546403787,1 Stop,Airbus A350,Business,Online Website,19940.80567792858,17283.094696631688,Regular,65.986777820237
US-Bangla Airlines,SPD,DEL,1.9075321997875487,1 Stop,Boeing 737,Economy,Travel Agency,-54644.13907489905,5206.513046482222,Winter Holidays,102.88121355533114
Gulf Air,ZYL,BKK,5.103034509816023,Direct,Boeing 787,Business,Direct Booking,52389.6035617851,25315.479647696353,Regular,100.89083511437204
British Airways,BZL,DOH,5.234907819009207,1 Stop,Boeing 737,First Class,Online Website,250350.7184510909,31581.7601448051,Regular,38.726339318683685
NovoAir,CXB,IST,6.92909208905676,1 Stop,Boeing 777,Economy,Direct Booking,100877.20248770976,9250.53059805934,Regular,34.275940352645925
Malaysian Airlines,SPD,SIN,2.2856035382876283,Direct,Boeing 737,Economy,Travel Agency,6993.452860390516,-1089.752078726904,Regular,94.1511064666461
Singapore Airlines,RJH,LHR,7.422161600452644,1 Stop,Boeing 777,Business,Online Website,71432.34565525103,18828.088551417026,Regular,94.74994152460589
Air India,DAC,DOH,3.6800592263523813,1 Stop,Boeing 737,Economy,Direct Booking,44558.72541516725,-3909.4129713204075,Regular,102.97882484351084
Qatar Airways,RJH,JED,7.203595881406298,1 Stop,Boeing 777,Business,Online Website,122977.23950160558,20902.52474166696,Regular,48.92084450913775
NovoAir,ZYL,SIN,3.6195995020095957,1 Stop,Boeing 737,Business,Online Website,155193.57368749144,24890.065948896496,Winter Holidays,47.91686856499578
Turkish Airlines,CGP,JED,7.0191855015827045,1 Stop,Airbus A350,Business,Travel Agency,119053.27727540159,8659.497174453694,Regular,32.33755752471017
Emirates,BZL,KUL,1.530160977755327,Direct,Boeing 737,Economy,Online Website,-63119.505860205376,5048.47247785035,Winter Holidays,71.15819051876758
IndiGo,CXB,CCU,2.3219016474518988,Direct,Airbus A320,Economy,Direct Booking,-5594.10724803869,13426.393156863836,Winter Holidays,64.29132618561549
AirAsia,CGP,LHR,6.60927343115736,1 Stop,Boeing 777,First Class,Direct Booking,148782.7419950389,6650.63264545944,Regular,46.74569216628689
Gulf Air,JSR,CXB,-0.3305011671343465,Direct,Airbus A320,First Class,Direct Booking,13978.99365389227,-672.3499497825155,Regular,25.936360581810902
Air Arabia,ZYL,KUL,0.8678357649092341,Direct,Boeing 737,Economy,Travel Agency,5263.04274243955,17814.155683726854,Regular,39.87844372793529
Air India,ZYL,DEL,-1.2973133464531599,Direct,Boeing 737,First Class,Travel Agency,223534.06270300687,40534.67899926881,Winter Holidays,91.00629356600191
SriLankan Airlines,DAC,CXB,2.413250294141177,Direct,Airbus A320,Business,Direct Booking,-27780.52918176219,7156.986065210922,Regular,88.66083364678511
Gulf Air,CGP,JFK,15.642125903046272,1 Stop,Boeing 777,First Class,Direct Booking,143528.8593811097,33928.92755879898,Regular,27.919240176205882
Malaysian Airlines,CGP,DEL,6.867539874160732,1 Stop,Boeing 737,Economy,Online Website,106256.08523039165,19389.820163137487,Regular,11.829915298829931
Etihad Airways,RJH,KUL,4.552759937626857,Direct,Boeing 737,Economy,Online Website,26469.823201126233,9294.724579593081,Regular,13.552250521343257
Gulf Air,SPD,BKK,2.5024699748300465,Direct,Boeing 787,First Class,Travel Agency,258235.6720202253,43761.36088879395,Regular,4.463018369186166
NovoAir,ZYL,DXB,2.1292343767974367,Direct,Boeing 737,First Class,Travel Agency,200145.8698415254,37445.43910887654,Regular,35.05617499360497
Thai Airways,JSR,BZL,-2.057201975004961,Direct,Airbus A320,Economy,Direct Booking,36993.443773674466,5081.348772825645,Regular,15.886807431605531
Etihad Airways,SPD,YYZ,9.415228792610007,1 Stop,Boeing 777,Economy,Online Website,-13130.48712196601,357.2378512182049,Regular,25.013298749190987
Thai Airways,BZL,JSR,1.2429009182787782,Direct,Airbus A320,Economy,Online Website,65841.78134754911,2300.581045570042,Regular,44.20918629269797
Biman Bangladesh Airlines,BZL,DXB,-2.6493114427833753,1 Stop,Boeing 787,Economy,Travel Agency,42790.56832480637,7610.505266057384,Regular,97.34916012413197
US-Bangla Airlines,SPD,ZYL,0.2020534580885064,Direct,Airbus A320,First Class,Online Website,36479.590005418155,11503.425368627393,Winter Holidays,50.24396758051861
Qatar Airways,JSR,YYZ,10.287674071474177,1 Stop,Boeing 777,Economy,Travel Agency,-24541.82431116396,8344.81877196777,Regular,32.304567391929226
SriLankan Airlines,RJH,BZL,3.939210833693595,Direct,Airbus A320,Economy,Travel Agency,5242.977107150884,-3769.276633248781,Regular,-7.141515790987148
Thai Airways,BZL,JSR,0.7135414216041482,Direct,Airbus A320,First Class,Travel Agency,-28379.25587335325,12204.07860655436,Regular,34.06510927715057
Air Astra,SPD,BZL,3.0032291193987533,Direct,Airbus A320,Business,Direct Booking,-23435.952229492486,3138.8656897877695,Regular,3.5908419318080753
Vistara,ZYL,JSR,-0.7604641656195796,Direct,Airbus A320,Economy,Travel Agency,-12857.250998688096,7732.020150808955,Regular,28.737142087655325
Emirates,SPD,ZYL,-0.8775088373189286,Direct,Airbus A320,First Class,Travel Agency,-18155.07152330382,5601.7017198587855,Regular,33.8072805844294
Emirates,CXB,BZL,-2.761973023640186,Direct,Airbus A320,First Class,Travel Agency,10208.030386918519,163.9989184584717,Winter Holidays,59.30017468817704
FlyDubai,JSR,CGP,1.2327731257040893,Direct,Airbus A320,First Class,Travel Agency,-18093.664957018424,-5811.893424712243,Winter Holidays,74.27507941750008
NovoAir,ZYL,JFK,13.802129445647727,1 Stop,Airbus A350,Business,Online Website,40155.962837121384,16874.482337867787,Regular,81.2747912010893
Etihad Airways,SPD,JED,7.221127729628674,1 Stop,Boeing 777,First Class,Direct Booking,121053.85752427805,14267.30037356531,Regular,37.89168418320309
AirAsia,CGP,CCU,-1.1609258037551469,Direct,Airbus A320,Economy,Direct Booking,49722.86519608782,2836.597391941703,Regular,21.750466584516047
SriLankan Airlines,CGP,CCU,1.9565632389028176,Direct,Airbus A320,Business,Travel Agency,32045.8721450542,3407.9164701801255,Regular,75.77633405675219
Air Astra,SPD,YYZ,10.355417049526535,1 Stop,Boeing 777,First Class,Direct Booking,95133.47776996702,28739.346416739856,Regular,35.6471987354842
Saudia,RJH,KUL,3.424992093878915,Direct,Boeing 737,First Class,Online Website,10531.927676972635,15239.398648981696,Regular,22.778824689743605
Air India,SPD,JSR,0.3991147792309151,Direct,Airbus A320,First Class,Travel Agency,7415.159771565885,-3852.536553016841,Winter Holidays,49.21778777318813
Kuwait Airways,RJH,DAC,2.3185895195879356,Direct,Airbus A320,Business,Travel Agency,6578.900136627977,923.516759935691,Regular,13.886752314396574
Etihad Airways,SPD,RJH,-0.5933904382256714,Direct,Airbus A320,Business,Online Website,-50552.948250818365,178.99913331259611,Regular,92.44353922990203
Qatar Airways,SPD,LHR,10.338335117349995,1 Stop,Boeing 777,Economy,Online Website,47541.946528813205,3057.434822819665,Regular,35.575368385443824
Gulf Air,SPD,DXB,4.0346057250572915,1 Stop,Boeing 737,First Class,Online Website,351993.2321999979,45716.899008215914,Regular,14.32186761312408
Etihad Airways,SPD,KUL,3.775486365405721,Direct,Boeing 737,Business,Online Website,48136.66686815785,13722.83133852596,Regular,71.42921941757577
Cathay Pacific,SPD,CCU,1.2376579021822482,Direct,Airbus A320,First Class,Online Website,148675.11151657882,30524.302594174354,Regular,58.48971667334357
Thai Airways,ZYL,BZL,1.869465236289018,Direct,Airbus A320,Economy,Direct Booking,19671.103709522566,1204.30687075595,Regular,84.21207545626253
Cathay Pacific,DAC,SIN,4.238653898293551,Direct,Boeing 787,Economy,Travel Agency,49952.92732302704,8211.991093901177,Regular,51.16585713173733
Kuwait Airways,ZYL,JED,4.057546750864053,1 Stop,Boeing 777,Economy,Online Website,54448.45807014841,16998.907246004394,Regular,95.22093624630386
Air Arabia,BZL,RJH,0.10494732494467762,Direct,Airbus A320,Business,Travel Agency,-614.7829665256913,285.8868032554648,Regular,45.07543131940508
Vistara,CXB,DAC,1.1561275948163598,Direct,Airbus A320,Economy,Direct Booking,30246.21886322032,-8417.941931327125,Regular,56.93914634798791
British Airways,BZL,CCU,-0.6057712765552141,Direct,Airbus A320,Economy,Travel Agency,27163.540409731755,2392.3347103616325,Winter Holidays,92.41412749486793
Cathay Pacific,CGP,BKK,4.095982041547487,1 Stop,Boeing 787,Business,Direct Booking,-10936.772123952374,4946.195634831338,Regular,42.58677248845484
Thai Airways,BZL,DXB,6.142687935508768,Direct,Boeing 737,Business,Online Website,136194.91101547965,11098.24626603205,Regular,75.61409574353533
Air Astra,CXB,DAC,-1.0705892789207845,Direct,Airbus A320,Business,Travel Agency,30646.859683298455,-1745.3337729213697,Regular,43.7782096372217
Qatar Airways,ZYL,CCU,1.4346648792786751,Direct,Airbus A320,Business,Online Website,99403.42601468413,13196.388321548508,Regular,57.47322454538925
US-Bangla Airlines,CGP,IST,5.407175004346405,2 Stops,Boeing 777,Business,Travel Agency,49415.043751641424,26068.833640128592,Winter Holidays,51.11325358045147
SriLankan Airlines,ZYL,SPD,1.8137639918141808,Direct,Airbus A320,First Class,Travel Agency,15722.789432344875,-10953.570673265684,Regular,47.95972319730748
US-Bangla Airlines,RJH,JED,3.8746598591143697,2 Stops,Boeing 777,Economy,Direct Booking,25603.945923989446,4295.383272216914,Regular,50.620715533636364
Biman Bangladesh Airlines,JSR,DXB,2.551918700929476,Direct,Boeing 787,First Class,Direct Booking,177079.56193291358,31535.503257380464,Regular,76.60032163264384
NovoAir,SPD,JED,4.554756706927586,1 Stop,Boeing 777,Economy,Travel Agency,74160.80056957569,9604.791051254826,Regular,9.240870584512308
Biman Bangladesh Airlines,ZYL,CCU,2.9577133419524015,Direct,Airbus A320,Economy,Travel Agency,110282.35050154832,8319.626752299846,Winter Holidays,99.07102270292384
Kuwait Airways,RJH,SIN,4.282857514650429,Direct,Boeing 787,Business,Travel Agency,31868.178631623243,12819.258154038083,Regular,34.499527288988666
Lufthansa,DAC,YYZ,16.487267404000097,1 Stop,Airbus A350,Economy,Online Website,19314.32304958743,3284.3745497762325,Regular,54.449435351640865
SriLankan Airlines,SPD,JED,6.241684847720597,2 Stops,Airbus A350,Economy,Travel Agency,92349.64392661047,9958.476031619182,Regular,32.015258501234264
NovoAir,CGP,DOH,8.468495041076071,1 Stop,Boeing 787,Business,Travel Agency,56108.549830611504,19087.44807127026,Winter Holidays,90.78589577370417
Air Arabia,CXB,IST,4.529737523761531,1 Stop,Airbus A350,First Class,Online Website,273872.6452797361,39876.1316019096,Regular,38.06990544486125
Kuwait Airways,ZYL,BKK,3.390693740258088,Direct,Boeing 737,Economy,Direct Booking,57647.34012096918,17940.92175449643,Regular,9.506483453067142
Qatar Airways,CXB,JFK,14.992119585850528,1 Stop,Airbus A350,Business,Direct Booking,100399.17069869685,12935.781530195742,Regular,26.127837050487244
Turkish Airlines,JSR,YYZ,11.85875750240703,1 Stop,Airbus A350,First Class,Online Website,8934.234324394609,14656.101420007333,Regular,85.38587248018636
Singapore Airlines,JSR,BKK,-1.2807196624955557,1 Stop,Boeing 787,Economy,Travel Agency,20010.76963288474,12678.232441036014,Regular,2.107773064926244
Singapore Airlines,RJH,ZYL,-0.07548677864444464,Direct,Airbus A320,Economy,Online Website,12848.31735367353,-4170.2040710053825,Regular,27.215255174442966
Vistara,RJH,DXB,0.9502375583295564,Direct,Boeing 787,Business,Online Website,114784.58902673228,33817.24581662374,Regular,82.88786414173546
Cathay Pacific,CGP,DXB,3.6625836260162625,Direct,Boeing 737,First Class,Direct Booking,206760.52999227564,45347.82261124984,Winter Holidays,39.1603374393707
Gulf Air,CGP,JFK,15.906748640960476,1 Stop,Airbus A350,First Class,Travel Agency,294222.3565433198,44518.36559424795,Regular,28.651670723316524
Air India,DAC,JFK,16.267875147153923,1 Stop,Boeing 777,Economy,Online Website,34331.82748928627,9787.79382425685,Regular,77.37072541617108
Lufthansa,SPD,LHR,9.413364408265148,1 Stop,Airbus A350,Economy,Online Website,24483.123039782527,8710.58121660679,Regular,39.88058859601231
SriLankan Airlines,RJH,DAC,-0.7027551670520019,Direct,Airbus A320,First Class,Travel Agency,-6557.041608039928,-917.0315166070225,Regular,14.34530914628085
FlyDubai,DAC,YYZ,7.893334142741021,1 Stop,Airbus A350,Business,Travel Agency,81171.26380006864,18329.209727941845,Regular,82.56546624110679
Kuwait Airways,SPD,DAC,0.04320767146029836,Direct,Airbus A320,First Class,Online Website,-39291.80996823808,8943.863612284784,Regular,-0.13545132815605143
British Airways,DAC,ZYL,-0.17647103829068134,Direct,Airbus A320,Economy,Travel Agency,22890.120649139222,3725.9503562343675,Regular,37.99059015436964
Etihad Airways,BZL,LHR,8.546940641358802,2 Stops,Airbus A350,First Class,Direct Booking,283842.3665434269,45993.644552060694,Regular,23.971165637882656
Lufthansa,JSR,BKK,1.6193127021115847,Direct,Boeing 787,Business,Travel Agency,43802.90428243086,21290.62375977989,Regular,37.34094916292051
Air Astra,BZL,CXB,-2.296311134374384,Direct,Airbus A320,First Class,Direct Booking,-29371.78203163357,10584.848739643729,Winter Holidays,69.3174097554525
Kuwait Airways,ZYL,BZL,1.6094463328522104,Direct,Airbus A320,Business,Travel Agency,74454.38860269057,-4312.360673300401,Regular,12.034755961265176
FlyDubai,ZYL,LHR,10.441569346017078,2 Stops,Airbus A350,First Class,Direct Booking,178651.76257405654,29572.567766911754,Winter Holidays,74.66094925203576
Qatar Airways,DAC,YYZ,13.909368879759755,1 Stop,Boeing 777,Business,Online Website,112947.01510359973,20345.094796069327,Regular,40.59989098445952
Etihad Airways,DAC,CXB,4.582267752667564,Direct,Airbus A320,First Class,Travel Agency,20695.006088484326,4009.922505183973,Regular,41.30231159225631
Emirates,RJH,JED,5.902949620521642,2 Stops,Boeing 777,Economy,Direct Booking,-37546.01023591055,285.7006637098066,Regular,1.3526157062229451
US-Bangla Airlines,SPD,JED,4.223134034492489,1 Stop,Airbus A350,Economy,Travel Agency,47288.51542542384,18229.91728297955,Winter Holidays,41.6574342051442
Vistara,CXB,YYZ,13.658424941582405,2 Stops,Airbus A350,First Class,Travel Agency,28163.52777095154,12947.318803341328,Regular,24.437463411166334
AirAsia,ZYL,DOH,1.2184041936082473,Direct,Boeing 787,Business,Travel Agency,214385.79440493303,23279.8393501863,Regular,53.95780518670217
Cathay Pacific,ZYL,JED,6.461998697679484,1 Stop,Airbus A350,Economy,Direct Booking,43761.8765865905,5719.160008152489,Winter Holidays,93.22995243461358
Turkish Airlines,RJH,CXB,2.3461542709277747,Direct,Airbus A320,First Class,Online Website,-20722.676710493688,-372.3102432830227,Regular,-2.490522172299638
US-Bangla Airlines,RJH,BKK,1.4569951710567073,1 Stop,Boeing 787,Economy,Direct Booking,-1305.703594399638,8690.44727689829,Winter Holidays,69.07991537892941
Malaysian Airlines,JSR,JFK,16.32844650954264,1 Stop,Boeing 777,Economy,Online Website,12689.229348243909,5373.644768001638,Regular,73.3669664066005
Singapore Airlines,RJH,CGP,1.4565665938316512,Direct,Airbus A320,Business,Travel Agency,-36589.47122791091,7702.06492211547,Winter Holidays,14.320334824425057
Emirates,ZYL,CCU,2.3797341164294377,Direct,Airbus A320,Business,Travel Agency,98500.55178100358,16138.69373850097,Regular,15.113076913924024
US-Bangla Airlines,CGP,CXB,0.07409622390752951,Direct,Airbus A320,Economy,Direct Booking,102560.16497557289,-4426.799640858653,Winter Holidays,51.41046366138725
Air India,RJH,CCU,-1.2605911075753848,Direct,Airbus A320,First Class,Direct Booking,8310.552690722958,1814.997467169278,Regular,41.896244590472406
Etihad Airways,RJH,SPD,0.312890541398546,Direct,Airbus A320,First Class,Travel Agency,-20736.468860536428,4079.369186245155,Regular,27.48588086189797
SriLankan Airlines,CGP,DEL,0.19563319097817322,1 Stop,Boeing 787,First Class,Online Website,106618.70354648517,15901.073250073037,Regular,14.646575275352557
Thai Airways,SPD,CXB,-0.03778024987733808,Direct,Airbus A320,First Class,Online Website,-33248.629002138805,-6055.684080649927,Regular,50.45389118843373
Etihad Airways,JSR,CCU,2.6771387899210843,Direct,Airbus A320,First Class,Direct Booking,165162.9613403075,16284.059697772818,Winter Holidays,61.6238572150348
Air Arabia,CGP,DEL,1.997572943796468,1 Stop,Boeing 787,Economy,Online Website,36010.26491423428,2656.812820743703,Regular,83.32737583231342
Gulf Air,CXB,SPD,1.0156008387944369,Direct,Airbus A320,First Class,Direct Booking,-15833.448780867742,10569.365084593337,Winter Holidays,67.922848725212
AirAsia,DAC,DOH,6.6324839332570065,Direct,Boeing 737,Business,Travel Agency,139771.49959823728,41907.42268234607,Winter Holidays,38.08213645012341
British Airways,BZL,BKK,0.8093596102123848,Direct,Boeing 787,First Class,Travel Agency,74247.36491409602,11112.17365188976,Regular,29.580820452698436
Air Arabia,BZL,JFK,11.269244077824176,2 Stops,Boeing 777,Business,Travel Agency,101477.25864865704,18962.601788042404,Winter Holidays,86.3592497501507
Singapore Airlines,SPD,CCU,0.5330446817504895,Direct,Airbus A320,Business,Travel Agency,162222.4796677886,20802.364897421223,Regular,12.0807307673069
Qatar Airways,ZYL,SPD,2.90156533674501,Direct,Airbus A320,Economy,Online Website,42376.28626023655,-2767.7148953232618,Regular,23.45181393686726
Gulf Air,JSR,BKK,2.5495073996302695,Direct,Boeing 787,Economy,Direct Booking,41121.34278857406,9349.068061099602,Winter Holidays,67.14026038279617
Cathay Pacific,BZL,JSR,-1.498786635183416,Direct,Airbus A320,First Class,Online Website,48204.76966313072,-6189.654941052676,Regular,72.9988825555375
British Airways,CGP,SIN,0.6629804451969594,1 Stop,Boeing 737,Economy,Travel Agency,52683.26584550289,6288.928750404481,Regular,96.01639684623603
Air India,ZYL,DXB,4.391224446324539,1 Stop,Boeing 737,Economy,Online Website,101488.03553416257,13328.349338423679,Regular,80.77238848724397
AirAsia,ZYL,JED,6.727134375967179,1 Stop,Airbus A350,Business,Direct Booking,201623.09982342136,20848.749584931877,Hajj,61.5598440569502
Malaysian Airlines,BZL,CCU,-0.3915932385865518,Direct,Airbus A320,First Class,Online Website,79273.52905181324,25979.938129723676,Regular,76.51050581160304
Singapore Airlines,CGP,JSR,2.5693452942950814,Direct,Airbus A320,First Class,Travel Agency,51371.625436941715,2726.107941542402,Winter Holidays,42.28159224819861
Turkish Airlines,CGP,RJH,-1.7990657445259337,Direct,Airbus A320,Economy,Travel Agency,582.0315987187087,4553.4901133467165,Regular,43.1015229117801
British Airways,JSR,DAC,-0.56349617306463,Direct,Airbus A320,First Class,Travel Agency,37424.48758596789,4438.196930814802,Regular,46.473744726472454
British Airways,JSR,DEL,2.021473884587717,1 Stop,Boeing 737,First Class,Direct Booking,99528.94307559618,20620.250169529365,Regular,41.561413949997245
Biman Bangladesh Airlines,CGP,IST,6.0373822591175905,1 Stop,Boeing 777,Economy,Travel Agency,30401.51970057937,13208.29597760947,Eid,36.812201787918966
Air India,CXB,SPD,-1.747349292693563,Direct,Airbus A320,First Class,Online Website,24502.763929292014,7481.35741301088,Regular,13.373739083243375
Etihad Airways,CGP,DAC,0.11424440218064857,Direct,Airbus A320,First Class,Online Website,19144.75985442733,8659.301949750328,Regular,55.43969210313722
Saudia,RJH,ZYL,0.574719693156633,Direct,Airbus A320,Business,Direct Booking,15635.005173434547,5564.1270102552235,Regular,44.78995477538868
Turkish Airlines,BZL,CGP,0.661510776320425,Direct,Airbus A320,First Class,Direct Booking,47852.87649235966,3403.0949708589505,Regular,31.594596158385908
US-Bangla Airlines,JSR,CCU,3.9501112669954304,Direct,Airbus A320,Economy,Direct Booking,12758.965833954117,12058.901749253277,Regular,93.8297757234018
Biman Bangladesh Airlines,ZYL,CXB,2.4240084274919482,Direct,Airbus A320,Economy,Direct Booking,38903.54990802207,1158.108136844448,Regular,-1.7941760518224044
Lufthansa,BZL,SIN,4.483572177587718,1 Stop,Boeing 787,Business,Direct Booking,139131.05635547524,25523.27391356751,Regular,61.08377458411678
Lufthansa,SPD,CXB,-0.5343465809530761,Direct,Airbus A320,Economy,Online Website,-14841.373924445948,-5017.377014813933,Regular,57.30318841576035
Kuwait Airways,CXB,DEL,0.4981163304083478,Direct,Boeing 787,Business,Travel Agency,107872.55292673783,21483.420232842614,Winter Holidays,59.595328456851824
AirAsia,SPD,DEL,2.388346400053992,Direct,Boeing 737,Economy,Direct Booking,-9628.189621829508,10082.940187755266,Winter Holidays,75.6318375542194
Qatar Airways,RJH,CCU,-3.2659668692831736,Direct,Airbus A320,Economy,Online Website,33384.85297695252,7645.50394714371,Regular,99.19241179606377
Air Astra,JSR,DOH,7.292798553067486,Direct,Boeing 787,Business,Travel Agency,55919.31995336377,17360.50211609869,Regular,14.42130918118865
US-Bangla Airlines,DAC,ZYL,3.2414875988431295,Direct,Airbus A320,First Class,Online Website,-12589.92832124614,2265.7051107931075,Regular,-1.9487927038633126
Biman Bangladesh Airlines,CGP,ZYL,2.448895182028272,Direct,Airbus A320,First Class,Direct Booking,11214.005138855384,8007.240293798845,Regular,38.08833965492795
Cathay Pacific,ZYL,JED,4.6120468199168725,1 Stop,Boeing 777,Economy,Direct Booking,41025.68839407524,7459.6870285939385,Regular,84.19191943152732
Air Arabia,ZYL,DEL,6.9302230758834575,1 Stop,Boeing 787,Economy,Online Website,39759.10387758906,934.6030895682966,Regular,71.81683705365391
Emirates,CGP,IST,9.943330330672735,1 Stop,Boeing 777,First Class,Online Website,314426.46363022126,56577.69027902688,Winter Holidays,16.483197023048252
Etihad Airways,CXB,KUL,1.1687239865123404,Direct,Boeing 787,Business,Travel Agency,125109.73389095432,26878.724913555336,Regular,48.371553198475894
Gulf Air,SPD,JFK,14.588430740746592,2 Stops,Boeing 777,Economy,Direct Booking,-2133.3528823611377,9251.59721047828,Regular,62.110081158282
Singapore Airlines,SPD,ZYL,1.7118990282113575,Direct,Airbus A320,First Class,Travel Agency,6388.666079531715,-565.2130097184694,Regular,91.29301650786273
Malaysian Airlines,SPD,CGP,2.511922201759011,Direct,Airbus A320,First Class,Direct Booking,-14715.141789129557,14320.610229191665,Regular,4.969803687473114
British Airways,CGP,IST,6.0632370025418,1 Stop,Boeing 777,First Class,Direct Booking,167839.54040731615,34065.05252158734,Regular,16.27800472896066
Air India,CGP,CXB,-2.4563179495066754,Direct,Airbus A320,Business,Travel Agency,-15734.220857005042,594.4968061838996,Regular,37.16563083583355
British Airways,BZL,IST,7.304455326201703,2 Stops,Boeing 777,First Class,Direct Booking,197168.53262829137,23091.28687922601,Regular,42.691525097734804
British Airways,SPD,BKK,3.468466239100868,1 Stop,Boeing 787,First Class,Travel Agency,298441.43943838094,54702.879096923105,Regular,15.005948193930895
Air Astra,DAC,IST,6.581881627818652,1 Stop,Airbus A350,Economy,Online Website,46539.20908334943,14650.677131337932,Regular,73.38047250476528
Turkish Airlines,CGP,JFK,9.996329540254527,2 Stops,Airbus A350,Business,Direct Booking,45321.29123109285,5613.915776301356,Regular,50.795381684705454
Qatar Airways,JSR,KUL,3.026611625101497,Direct,Boeing 737,Economy,Online Website,-5413.653474233837,13973.660680797067,Regular,10.021851734934685
Gulf Air,SPD,JED,2.9189302734938347,1 Stop,Airbus A350,Economy,Direct Booking,120176.76563408328,2056.6015275573973,Winter Holidays,90.8699838773764
Cathay Pacific,CXB,CGP,1.67052590301433,Direct,Airbus A320,First Class,Direct Booking,34946.86365923754,-7414.070241673908,Winter Holidays,22.220962020693456
FlyDubai,JSR,CXB,-1.850155793706861,Direct,Airbus A320,Business,Travel Agency,-16579.948199415943,1023.7920791443725,Winter Holidays,96.30562933491183
Vistara,BZL,BKK,4.418465408894269,1 Stop,Boeing 737,Economy,Direct Booking,-23976.641844212754,12280.168320450952,Regular,15.688735464780146
Turkish Airlines,RJH,JED,9.143103656479335,1 Stop,Boeing 777,First Class,Travel Agency,169975.97042656894,17736.394214573535,Regular,59.3939907753677
Malaysian Airlines,RJH,CXB,1.042914853038879,Direct,Airbus A320,Economy,Direct Booking,-10140.167639938833,-201.94473164933174,Regular,33.29081329164457
Kuwait Airways,CXB,IST,10.31983514200665,1 Stop,Boeing 777,Economy,Direct Booking,10263.165017048581,15350.210147514312,Regular,27.204614386018626
Singapore Airlines,ZYL,LHR,8.098314230181522,1 Stop,Airbus A350,First Class,Direct Booking,201697.9955529449,29012.905012398405,Regular,61.82462196736383
Etihad Airways,DAC,JFK,12.53136543000637,1 Stop,Boeing 777,First Class,Direct Booking,133116.47753265395,36239.11644651023,Winter Holidays,78.38810072881083
Saudia,CGP,DXB,1.9013209820821226,Direct,Boeing 737,Business,Direct Booking,85560.73534366317,7751.506279594367,Regular,79.5811241925936
Qatar Airways,SPD,JFK,15.084962744092746,1 Stop,Boeing 777,Business,Direct Booking,3959.9313872421917,13992.010408468268,Regular,47.849797676406524
US-Bangla Airlines,JSR,CCU,2.6512996003503955,Direct,Airbus A320,Economy,Online Website,41062.14875118087,2580.218198530948,Winter Holidays,45.34789609835184
Turkish Airlines,JSR,IST,5.535605903362199,1 Stop,Airbus A350,Business,Travel Agency,41164.54206508203,23848.85162777782,Winter Holidays,21.823987870437143
Qatar Airways,DAC,DOH,5.285837174233639,1 Stop,Boeing 737,First Class,Direct Booking,163841.96839208968,39961.964360997765,Winter Holidays,2.217646040941167
Biman Bangladesh Airlines,JSR,ZYL,-0.44607189090095933,Direct,Airbus A320,Economy,Travel Agency,36518.323316823975,7494.32961794535,Regular,93.59969998690914
Kuwait Airways,DAC,BKK,3.9810839197201453,Direct,Boeing 787,First Class,Direct Booking,187983.54046821603,34226.86529236237,Regular,4.58797120619196
Gulf Air,RJH,KUL,1.0030392216699275,Direct,Boeing 737,Economy,Travel Agency,35474.206031152404,12753.790088141684,Regular,74.02902586609449
AirAsia,ZYL,BKK,4.376794986772584,Direct,Boeing 787,Economy,Online Website,35824.26273445129,9284.973569750719,Winter Holidays,39.73300044307628
Vistara,DAC,KUL,2.3140150421767904,Direct,Boeing 737,Business,Travel Agency,168248.8293170383,27618.368530777665,Winter Holidays,71.60592766951598
Gulf Air,CXB,ZYL,3.149834029657967,Direct,Airbus A320,First Class,Travel Agency,51639.748608952395,-1141.25079242909,Regular,10.602995267492307
Air Astra,RJH,JSR,0.9204419761936261,Direct,Airbus A320,First Class,Direct Booking,-6846.2691032692965,1889.215629652491,Regular,31.20579072096832
NovoAir,CXB,IST,6.726293055889993,1 Stop,Airbus A350,Business,Online Website,181486.42835059675,26443.69830022847,Winter Holidays,78.45608289448656
NovoAir,RJH,DXB,3.1566992762362145,Direct,Boeing 787,Business,Direct Booking,178714.05634841922,24573.03693604914,Regular,56.796811240058915
Gulf Air,BZL,IST,6.7265054709584815,1 Stop,Boeing 777,Business,Direct Booking,124822.71208029575,18370.26376653591,Regular,35.34652331738903
Emirates,BZL,SPD,0.9735598867138808,Direct,Airbus A320,Economy,Direct Booking,14702.90963988228,-8525.064831812939,Regular,39.11184182641058
FlyDubai,SPD,JSR,1.0597942295138116,Direct,Airbus A320,Economy,Online Website,53020.69260237191,2101.414051306874,Regular,79.22585741018047
NovoAir,ZYL,CCU,1.7707228702645492,Direct,Airbus A320,Business,Travel Agency,133956.40356006852,18403.92401506938,Regular,70.0842430640262
Saudia,SPD,SIN,1.8187654217359661,1 Stop,Boeing 787,Business,Online Website,18809.056267287076,1463.4023117849629,Regular,27.663766863663398
